survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
510,2018-01-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",869,Unacceptable,.0549000000,"Very Poor",.0549000000,Poor,.1156000000,Fair,.1910000000,Good,.1162000000,"Very Good",.3234000000,Excellent,.1140000000
511,2018-01-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",883,Unacceptable,.1177000000,"Very Poor",.1177000000,Poor,.0965000000,Fair,.1258000000,Good,.1151000000,"Very Good",.2976000000,Excellent,.1626000000
512,2018-01-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",879,Unacceptable,.0456000000,"Very Poor",.0456000000,Poor,.0894000000,Fair,.2025000000,Good,.1426000000,"Very Good",.3601000000,Excellent,.0931000000
513,2018-01-01,"MBTA Customer Opinion Panel","Speed/travel time",885,Unacceptable,.1114000000,"Very Poor",.1114000000,Poor,.1009000000,Fair,.1355000000,Good,.1438000000,"Very Good",.2961000000,Excellent,.1357000000
514,2018-01-01,"MBTA Customer Opinion Panel","Parking availability",278,Unacceptable,.1255000000,"Very Poor",.1255000000,Poor,.0482000000,Fair,.2390000000,Good,.0778000000,"Very Good",.2943000000,Excellent,.1293000000
515,2018-01-01,"MBTA Customer Opinion Panel","Real-time communications",833,Unacceptable,.1352000000,"Very Poor",.1352000000,Poor,.0921000000,Fair,.1449000000,Good,.1278000000,"Very Good",.3034000000,Excellent,.0924000000
516,2018-01-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",895,"Extremely Dissatisfied",.0914000000,"Very Dissatisfied",.0914000000,"Somewhat Dissatisfied",.1425000000,Neutral,.1344000000,"Somewhat Satisfied",.2216000000,"Very Satisfied",.2460000000,"Extremely Satisfied",.0454000000
517,2018-01-01,"MBTA Customer Opinion Panel",,886,"Extremely Dissatisfied",.1247000000,"Very Dissatisfied",.1247000000,"Somewhat Dissatisfied",.1027000000,Neutral,.1025000000,"Somewhat Satisfied",.1444000000,"Very Satisfied",.3455000000,"Extremely Satisfied",.0878000000
1110,2018-01-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",895,"Extremely Dissatisfied",.0922000000,"Very Dissatisfied",.0922000000,"Somewhat Dissatisfied",.1379000000,Neutral,.0820000000,"Somewhat Satisfied",.2062000000,"Very Satisfied",.2920000000,"Extremely Satisfied",.0452000000
1111,2018-01-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",886,"Extremely Dissatisfied",.1247000000,"Very Dissatisfied",.1247000000,"Somewhat Dissatisfied",.1027000000,Neutral,.1025000000,"Somewhat Satisfied",.1444000000,"Very Satisfied",.3455000000,"Extremely Satisfied",.0878000000
1112,2018-01-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",884,"Extremely Unlikely",.0111000000,"Very Unlikely",.0111000000,"Somewhat Unlikely",.0171000000,"Neither Likely nor Unlikely",.0373000000,"Somewhat Likely",.0666000000,"Very Likely",.2036000000,"Extremely Likely",.6540000000
1113,2018-01-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",883,"Extremely Unlikely",.0944000000,"Very Unlikely",.0944000000,"Somewhat Unlikely",.0764000000,"Neither Likely nor Unlikely",.1516000000,"Somewhat Likely",.1811000000,"Very Likely",.1946000000,"Extremely Likely",.2432000000
1114,2018-01-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",883,"Strongly Disagree",.2048000000,Disagree,.2048000000,"Slightly Disagree",.1567000000,"Neither Agree nor Disagree",.1157000000,"Slightly Agree",.2078000000,Agree,.1688000000,"Strongly Agree",.0245000000
1115,2018-01-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",880,"Strongly Disagree",.1712000000,Disagree,.1712000000,"Slightly Disagree",.1343000000,"Neither Agree nor Disagree",.2137000000,"Slightly Agree",.1769000000,Agree,.1535000000,"Strongly Agree",.0292000000
1116,2018-01-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",883,"Strongly Disagree",.1082000000,Disagree,.1082000000,"Slightly Disagree",.1244000000,"Neither Agree nor Disagree",.1660000000,"Slightly Agree",.2495000000,Agree,.1823000000,"Strongly Agree",.0394000000
1117,2018-01-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",883,"Strongly Disagree",.1138000000,Disagree,.1138000000,"Slightly Disagree",.1057000000,"Neither Agree nor Disagree",.1590000000,"Slightly Agree",.1840000000,Agree,.2333000000,"Strongly Agree",.1042000000
1118,2018-01-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",882,"Strongly Disagree",.1873000000,Disagree,.1873000000,"Slightly Disagree",.1473000000,"Neither Agree nor Disagree",.1433000000,"Slightly Agree",.1832000000,Agree,.1406000000,"Strongly Agree",.0234000000
1119,2018-01-01,"MBTA Customer Opinion Panel","Wait time at stop",884,Unacceptable,.1226000000,"Very Poor",.1226000000,Poor,.1141000000,Fair,.1090000000,Good,.0769000000,"Very Good",.2979000000,Excellent,.1932000000
1120,2018-01-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",869,Unacceptable,.0549000000,"Very Poor",.0549000000,Poor,.1156000000,Fair,.1910000000,Good,.1162000000,"Very Good",.3234000000,Excellent,.1140000000
1121,2018-01-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",883,Unacceptable,.1177000000,"Very Poor",.1177000000,Poor,.0965000000,Fair,.1258000000,Good,.1151000000,"Very Good",.2976000000,Excellent,.1626000000
1122,2018-01-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",879,Unacceptable,.0456000000,"Very Poor",.0456000000,Poor,.0894000000,Fair,.2025000000,Good,.1426000000,"Very Good",.3601000000,Excellent,.0931000000
1123,2018-01-01,"MBTA Customer Opinion Panel","Speed/travel time",885,Unacceptable,.1114000000,"Very Poor",.1114000000,Poor,.1009000000,Fair,.1355000000,Good,.1438000000,"Very Good",.2961000000,Excellent,.1357000000
1124,2018-01-01,"MBTA Customer Opinion Panel","Parking availability",278,Unacceptable,.1255000000,"Very Poor",.1255000000,Poor,.0482000000,Fair,.2390000000,Good,.0778000000,"Very Good",.2943000000,Excellent,.1293000000
1125,2018-01-01,"MBTA Customer Opinion Panel","Real-time communications",833,Unacceptable,.1352000000,"Very Poor",.1352000000,Poor,.0921000000,Fair,.1449000000,Good,.1278000000,"Very Good",.3034000000,Excellent,.0924000000
1126,2018-01-01,"MBTA Customer Opinion Panel","How satisfied are you with the MBTA's communication overall?",895,"Extremely Dissatisfied",.0914000000,"Very Dissatisfied",.0914000000,"Somewhat Dissatisfied",.1425000000,Neutral,.1344000000,"Somewhat Satisfied",.2216000000,"Very Satisfied",.2460000000,"Extremely Satisfied",.0454000000
1127,2018-01-01,"MBTA Customer Opinion Panel",,886,"Extremely Dissatisfied",.1247000000,"Very Dissatisfied",.1247000000,"Somewhat Dissatisfied",.1027000000,Neutral,.1025000000,"Somewhat Satisfied",.1444000000,"Very Satisfied",.3455000000,"Extremely Satisfied",.0878000000
